gene,baseMean,stat,pvalue,padj,Ch14_1,Ch14_2,Ch14_3,EP08_1,EP08_2,EP08_3,Se17_1,Se17_2,Se17_3,cluster,name,uniprot,identity_Blastx,evalue_Blastx,pfam,symbol_pfam,evalue_pfam
G35061,98.1137844727424,98.7331011025432,3.63395466476431e-22,1.86694420902267e-19,6.68995716089187,6.66346102127265,6.9418391842321,5.06138029297178,5.05111136874016,5.06854640256435,6.17017970826905,6.54727424377236,6.46545810960394,2,PHD finger protein 12,PHF12_MOUSE,53.898,1.12e-81,PF16737,PHF12_MRG_bd,1.3e-16
G21809,142.293220918612,98.3700647827878,4.35724359508887e-22,2.16134307294322e-19,6.86358627564144,6.7274453850376,7.38640751882218,5.05159649697001,5.03254588455972,5.06469242408447,7.10037151216009,7.29101535358413,7.38489397549242,2,eIF-2-alpha kinase activator GCN1,GCN1_MOUSE,51.007,0,PF02985,HEAT,0.016
G946,89.4765972116865,98.1081813918974,4.96682771660809e-22,2.38159389011358e-19,6.60613083860139,6.41657346307947,6.74863065046586,5.06192186757665,5.05311961824211,5.06808058598896,6.17394064903863,6.4599619648167,6.38239687807805,2,Class A basic helix-loop-helix protein 15,BHA15_RAT,67.925,3.26e-15,PF00010,HLH,1.5e-15
G15691,69.2198999175135,98.0146757116382,5.20455492898109e-22,2.4150813759159e-19,6.08889506027642,6.32852566099535,6.35772495334913,4.96050998494353,4.95455014244778,4.96470281128196,5.91635279222929,5.84974071715401,5.90245904990538,2,NA,NA,NA,NA,NA,NA,NA
G20353,170.706048769036,97.8128704128993,5.75711706244887e-22,2.58800402947897e-19,7.05539326146771,7.87392171090095,7.44931542578342,4.99486753741135,4.96886901234112,5.01254880308118,7.54843972819168,7.17331194514514,7.21694660585658,2,SREBP regulating gene protein,SPRNG_DANRE,56.552,1.73e-36,NA,NA,NA
G25653,90.4013908413736,96.1756806945512,1.30531789080818e-21,5.68999935129566e-19,6.17352673110586,6.46231055712545,6.19108840977369,5.04549487922034,5.03644653691624,5.05182235466711,6.72301167830948,6.76274913360278,6.44762212004225,2,NA,NA,NA,NA,PF01753,zf-MYND,4.4e-10
G1241,61.3393613017048,95.0159146156241,2.33107525757151e-21,9.86250517063712e-19,6.06024757142142,5.89617732830975,6.06642189847987,4.93935231876119,4.93445819647157,4.94280285859401,5.83753056891982,5.88662430403832,5.88470077200339,2,Receptor-type guanylate cyclase Gyc76C,GC76C_DROME,43.26,0,PF00211,Guanylate_cyc,3.9e-66
G21836,109.00167705344,93.5899502516284,4.75554747972186e-21,1.95453001416569e-18,7.00241228629356,6.78430725903774,7.17552293825335,5.00268239424762,4.98988686672361,5.01156525237464,6.15352268415413,6.24477454034223,6.61833261718231,2,C-Maf-inducing protein,CMIP_HUMAN,60.185,9.25e-116,PF13516,LRR_6,10
G25305,101.340746684496,93.2934675904179,5.51544951817623e-21,2.144317332945e-18,6.69916987148599,6.52944909043129,7.05465529809483,5.07100233974335,5.06016785283927,5.078554124712,6.39715605813981,6.50306245094625,6.62116281240231,2,Centrosome-associated protein 350,CE350_HUMAN,42.693,8.97e-55,PF01302,CAP_GLY,1.2e-18
G27656,102.221290218297,93.3409086724817,5.38615954777295e-21,2.144317332945e-18,6.72965485675066,6.69316704953808,6.96134794122816,5.07242107377639,5.06144026700264,5.08007296372721,6.34291581980276,6.38103960296005,6.77475616410079,2,von Willebrand factor D and EGF domain-containing protein,VWDE_HUMAN,31.014,3.44e-75,PF12661,hEGF,0.0052
G2134,119.441397777185,92.8945697698607,6.73287381386489e-21,2.54874710032754e-18,6.79864196810568,6.91814961516679,7.38706957920746,5.05249595309949,5.03810237643398,5.06246511167144,6.46603262136076,6.73556986883465,6.78316079626862,2,RB1-inducible coiled-coil protein 1,RBCC1_MOUSE,40.397,7.73e-58,PF04108,ATG17_like,1.9e-28
G17461,2318.88922170445,92.1712361604755,9.66652487045541e-21,3.47632400653753e-18,12.4149708570841,11.3621230078177,12.0267710276843,4.00289651248037,4.99076573139408,4.13921559273245,10.2794343076244,9.78643742808079,8.80501999534755,2,Clavaminate synthase-like protein At3g21360,Y3136_ARATH,49.394,1.03e-112,PF02668,TauD,1.2e-35
G2938,1840.25171864993,92.1724345034308,9.66073469929101e-21,3.47632400653753e-18,9.97540520248594,9.81926260052304,9.93503558634207,11.5804955036795,11.2773351881385,11.4111742633336,10.8701598831483,10.4662009210816,10.5555421871544,1,NA,NA,NA,NA,NA,NA,NA
G26645,10081.450130509,91.9495587827944,1.07995834233881e-20,3.78907335476679e-18,14.0605872093898,14.3779452849961,14.1136491802131,11.0441083723753,11.7487651529741,11.8723985612836,12.1295706680104,12.7595276505974,12.7284711892607,2,NA,NA,NA,NA,PF13499,EF-hand_7,3.9e-07
G24593,73.6797312294403,89.958076422487,2.92315539814244e-20,1.00118072386379e-17,6.16158365246181,6.45544778469331,6.15129827694796,5.01700679918043,5.01054795724602,5.02154623430378,6.10828745824737,6.0936361697526,6.21519860565541,2,Nuclear factor related to kappa-B-binding protein,NFRKB_MOUSE,42.857,4.77e-150,PF14465,NFRKB_winged,5.4e-35
G17102,82.2045700351087,89.5509724656312,3.58305442167758e-20,1.19865669432167e-17,6.51023681536048,6.30492215435438,6.64179349936011,5.02776001387428,5.0199734344494,5.03321756320046,5.99762757663015,6.26523384998027,6.25688530687008,2,Bromodomain and WD repeat-containing protein 3,BRWD3_MOUSE,49.834,0,PF00439,Bromodomain,1.5e-19
G34942,15432.7512511413,89.2924071832983,4.07755795277239e-20,1.33308343524161e-17,14.7388660675166,14.6253955148103,15.2954167214257,11.7452296533947,11.6295668020314,11.4028523976103,11.8572202065534,12.680794623003,13.2696994550939,2,NA,NA,NA,NA,NA,NA,NA
G34769,514.583880348603,88.9480807352464,4.84361572409319e-20,1.54834249313512e-17,9.50828127939335,9.83862518175595,9.55599680447388,8.25750502452506,8.01982438561382,8.03666321808786,8.23605561122694,8.45185889401156,8.58325664057221,2,Serine incorporator 1,SERC1_MOUSE,50.797,4.82e-126,PF03348,Serinc,5.3e-176
G22278,1596.8194689403,87.7383733227532,8.86858448032138e-20,2.73385506531207e-17,10.0816065999084,10.1546257954536,10.0047750082027,11.0288608164684,11.0136551099917,11.1436340484786,10.6556531509834,10.5166431150163,10.4307033465822,1,NA,NA,NA,NA,NA,NA,NA
G25978,3203.14068345365,87.7240550604677,8.93230365447809e-20,2.73385506531207e-17,11.5782804117054,11.449948274023,11.5428870229911,11.3003941247844,11.1238996375983,11.2855508902402,12.0104971356983,11.9856429188682,12.0670102048423,2,NA,NA,NA,NA,PF09005,DUF1897,8.9e-17
G11185,158.554633064114,87.2731626553904,1.11911191663173e-19,3.35383852515571e-17,7.40079807684811,6.91478378252561,7.61120551337178,5.01598984388887,4.99296455169526,5.0317171116318,7.04619037756432,7.06417824580361,7.61428180565934,2,Papilin,PPN_DROME,39.711,1.04e-80,PF19030,TSP1_ADAMTS,8.5e-13
G14662,67.2626344805555,87.1215344331144,1.2072554381401e-19,3.54415703625416e-17,6.25487679777813,6.22815485418452,6.10754457310899,4.96016449460982,4.95449127509511,4.96415802251638,6.05504025804298,5.79528931315724,5.83316863135518,2,Zinc finger protein ZIC 4,ZIC4_XENLA,58.889,2.09e-122,PF18366,zf_ZIC,4.8e-25
G4434,67.0359434767242,86.8149471091136,1.40725811558921e-19,4.04868159855017e-17,5.91974502864351,6.04284580829897,6.23131733141055,4.98459891767151,4.9790442023099,4.98851041285967,6.11699717265244,6.04270876886096,6.05195038435227,2,Homeobox protein TGIF2LX,TF2LX_PONPY,46.032,9.29e-12,NA,NA,NA
G16734,80.8914590718252,86.7405024502223,1.46062662927657e-19,4.11982628669479e-17,6.33327046795932,6.51485879760757,6.23108322006981,5.04975480471715,5.04232842585112,5.05496517896593,6.39832261255767,6.10251440804273,6.41450460996199,2,Serine/threonine-protein kinase LATS1,LATS1_HUMAN,67.373,0,PF00069,Pkinase,1e-62
G25679,16677.8661919025,86.487018160998,1.65799275401655e-19,4.50004259745814e-17,14.1426395095367,14.7060980441631,14.9458370911549,12.487006521653,11.8517785670093,12.2913952481802,14.0627186166357,14.0144372341264,14.0647357512812,2,NA,NA,NA,NA,NA,NA,NA
G30845,95.2334717182088,86.4955172010288,1.65096202980494e-19,4.50004259745814e-17,6.75700497224413,6.96024764178799,6.60465334918032,4.99992340673711,4.98977059554207,5.00700733905304,5.99493980255088,6.1034488922672,6.44304332794036,2,OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 10,OTU10_ARATH,32.212,3.37e-13,PF02338,OTU,2.6e-12
G23735,105.375601913346,85.663199844365,2.50306716203465e-19,6.66789280108674e-17,6.81100563211268,6.49450465166109,7.14933011841147,5.06152406888487,5.04990068582661,5.06961422142166,6.42855762240839,6.53671302149744,6.64146907688605,2,PR domain zinc finger protein 14,PRD14_MOUSE,39.2,2.53e-17,PF00096,zf-C2H2,0.0013
G6741,2279.63098408997,85.2659202377868,3.05309749679369e-19,7.98523772570496e-17,8.9616408877884,9.39302208806527,8.87888332355021,12.3910606091054,11.97055717391,11.7136329120894,10.7518911694664,10.0134971713571,9.81291593240497,1,Glutathione S-transferase omega-1,GSTO1_HUMAN,43.568,3.02e-61,PF13417,GST_N_3,5e-22
G6430,216.174757218984,84.7956365403582,3.86243763844759e-19,9.92163668376224e-17,7.90401665150559,8.0762541941973,8.23048889953789,6.18769404252845,6.52822068420551,6.3427387217062,7.70731383061123,7.63359639243524,7.81678279024919,2,Transcription regulator protein BACH1,BACH1_HUMAN,27.966,2.54e-09,PF00651,BTB,2e-14
G15301,13882.0461796639,84.6788479654038,4.0946972550649e-19,1.01555551748463e-16,14.2421217629791,14.4926749697789,14.4590272438204,12.563743500234,12.3111813699205,12.7525041685344,13.4460289189266,13.9088533724676,13.3819677094122,2,Methionine-R-sulfoxide reductase B3,MSRB3_PONAB,55.396,2.23e-54,PF01641,SelR,4e-46
G29429,114.491054621506,84.6861047897798,4.07986692718027e-19,1.01555551748463e-16,6.80406448827523,6.68467386756542,7.15495294495284,5.07820480630203,5.06497229553217,5.08738888113952,6.53111411648411,6.65713118033389,7.04559287325091,2,NA,NA,NA,NA,NA,NA,NA
G28217,66.7457030038146,82.776830575171,1.05983833920306e-18,2.58402957787051e-16,6.12826719558661,6.04801271645864,6.38085213966458,4.94446267850652,4.93880945106289,4.94844201240507,5.76901666105246,5.874802975785,5.93147750773399,2,PDZ domain-containing protein 4,PDZD4_HUMAN,56,1.7e-52,NA,NA,NA
G26257,61.7230273712358,82.5036269268478,1.21496857282329e-18,2.91288715334384e-16,5.96616384416222,5.98957452937608,5.94236858867476,4.94425165887981,4.93931896046433,4.94772917261847,5.7713885340518,6.0525049724361,5.97344895197283,2,Protein arginine N-methyltransferase 9,ANM9_HUMAN,41.191,3.44e-90,NA,NA,NA
G13374,496.222663514947,81.88344171023,1.65667207956443e-18,3.90675866631711e-16,10.0812470216546,9.52258560901652,9.02576370583979,6.21088991651491,6.65934148988271,6.52343695424278,7.98957706825186,8.35894891061779,8.49738616649578,2,NA,NA,NA,NA,NA,NA,NA
G10095,74.3988828491633,81.6675816960225,1.84548261988936e-18,4.2818173366304e-16,6.29000101684041,6.17744332317764,6.43625540827739,5.00967634112702,5.00307778442991,5.01431250388962,5.91962737629466,6.26851133898422,6.10933964849143,2,S phase cyclin A-associated protein in the endoplasmic reticulum,SCAPE_HUMAN,44.159,0,PF16501,SCAPER_N,5.3e-44
G34870,8835.22183670742,81.1001579967187,2.45089355780174e-18,5.59620695698063e-16,13.9981528409376,13.7013662611568,14.0920558543393,9.77741089752412,10.3692495578842,11.0783488143699,12.5757241456645,13.0386928873914,12.3783095692897,2,Phospholipase B1, membrane-associated,PLB1_MONDO,43.636,3.86e-80,PF00657,Lipase_GDSL,2.8e-27
G23134,67.0050260845734,81.0393945428892,2.52649862734882e-18,5.67870043037699e-16,6.24617141675047,6.00958720242021,6.25340025492306,4.96206972177275,4.95644068397562,4.96603254483593,6.01471163119631,5.77386706109587,5.96597840549933,2,Low-density lipoprotein receptor-related protein 12,LRP12_PONAB,40.583,4.67e-102,PF00431,CUB,6.7e-23
G35084,60.2650887163158,80.777535115995,2.87992460761958e-18,6.37349468932426e-16,5.81566240151193,5.85928911702033,5.93731304363644,4.92818274972425,4.9234049278562,4.93155200860445,5.95476334628973,5.81386290775404,6.08777368612632,2,Zinc finger protein 423,ZN423_MOUSE,30.299,1.93e-161,PF00096,zf-C2H2,0.00032
G20637,105.78096808208,80.4943301111471,3.31801468732887e-18,7.2317638298827e-16,6.91925885655751,6.55383445855185,7.07310623859564,5.052759633649,5.04099975780277,5.06094244326478,6.71425719028359,6.55259090262432,6.22475565172345,2,Y+L amino acid transporter 2,YLAT2_DANRE,54.194,2.23e-143,PF13520,AA_permease_2,2.7e-60
G3390,3217.04183854557,79.9579119719085,4.3387040083861e-18,9.31526226278121e-16,10.6706095399595,10.8167304485985,10.6143891967942,12.3607915184264,12.0617955540877,11.9933602848626,11.8327742021796,11.5042012544212,11.5344978852764,1,CDGSH iron-sulfur domain-containing protein 2,CISD2_LITCT,60.15,1.76e-52,PF10660,MitoNEET_N,1e-19
G14438,80.7105656632248,79.789720483957,4.71935166906655e-18,9.98351084698859e-16,6.6759193300554,6.51479043773485,6.17971788638016,5.00574571721088,4.9980946060189,5.01110911916087,6.02947005810528,6.06710362644089,6.24863073473749,2,Eukaryotic translation initiation factor 2-alpha kinase 3,E2AK3_HUMAN,36.967,9.24e-165,PF00069,Pkinase,1e-38
G5885,557.746252488422,79.3936533896772,5.75290519808977e-18,1.19935567064524e-15,8.28369443330288,10.3019368342085,9.53544022525522,4.1436655029733,4.00487706827176,4.22735002155371,8.48067096303271,8.71753644208315,7.60921019964396,2,NA,NA,NA,NA,PF01549,ShK,0.04
G25495,661.710174358181,79.3340888974862,5.92681651681302e-18,1.2008064168219e-15,9.83935676796168,9.7568397464427,9.98429813198105,8.45060137466487,8.50020138794546,8.50514817389514,9.4520899852981,9.14257490458386,9.09621389811637,2,Monocarboxylate transporter 9,MOT9_RAT,27.434,1.06e-43,PF07690,MFS_1,2e-19
G26676,873.754639219684,79.3621560681928,5.84422292893801e-18,1.2008064168219e-15,10.1560024620837,10.2386240855439,10.3788660588591,9.17126361619558,9.336255337932,9.15746233131923,9.4024840189812,9.50258831721155,9.5961261801674,2,L-proline trans-4-hydroxylase,PROHY_STRGD,32.99,1.2e-21,PF05721,PhyH,3.5e-30
G7749,63.2675094287802,79.0766143170865,6.74110943076526e-18,1.34681748835498e-15,6.19459481975545,6.32480677810954,5.99558780573376,4.81073411242848,4.8051378202555,4.81467143450709,5.56494984010092,5.57072087655616,5.35295261113681,2,NA,NA,NA,NA,NA,NA,NA
G1827,1628.85572046081,79.0133123705644,6.95788458082428e-18,1.35255634723186e-15,11.9105221038962,11.4318972437544,11.5795364537521,7.45079713393113,8.44432922858779,8.38057239603925,6.53200692352519,8.35449727498096,7.49887905213106,4,NA,NA,NA,NA,NA,NA,NA
G2498,108.098658102733,79.0324208610893,6.89172380644605e-18,1.35255634723186e-15,6.81449587622058,6.6827561126649,7.37190948208097,4.94976509695769,4.93689677414014,4.95869991383773,6.14139126259365,6.09329987591718,6.44353536111118,2,Venom phosphodiesterase 2,PDE2_CROAD,40.27,4.99e-160,PF01663,Phosphodiest,1.1e-87
G16190,87.1974511412761,78.611270784219,8.50705893490987e-18,1.63165390371571e-15,5.86591896052307,6.27536865880242,6.38148444010898,5.02011124427362,5.0114616530766,5.02616349436442,6.57789369238925,6.5435688071171,6.69661954879967,2,Protein RRP5 homolog,RRP5_HUMAN,31.874,5.94e-130,PF05843,Suf,1.7e-10
G22822,8015.68816877761,78.3561366050608,9.66453859137036e-18,1.82926825837977e-15,13.2932110591682,13.5024799445258,13.3399872940027,11.9415258686175,11.6794368770344,11.6139793692716,13.4383272873162,12.8404809989519,13.1384655568876,2,NA,NA,NA,NA,NA,NA,NA
G31052,70.217583222696,78.0678737030606,1.1162889311924e-17,2.08543068509126e-15,6.20124477371764,6.05666840797878,6.39221067245196,4.98542214686641,4.97940784166566,4.98965330764086,5.86437840126254,6.02745857825426,6.14108479258529,2,Synaptotagmin-9,SYT9_MOUSE,30.769,1.04e-25,PF00168,C2,6.2e-20
G18046,68.2353146563552,77.9143705169882,1.20533956316642e-17,2.22292430976269e-15,6.32548318916575,5.92467881836612,6.16704906025125,4.98192649046255,4.97618906579337,4.98596506974951,6.08407175694408,6.01425441116358,5.97655617208124,2,BTB/POZ domain-containing protein KCTD20,KCD20_HUMAN,67.778,2.55e-123,PF16017,BTB_3,3.4e-53
G23910,1575.36592963516,77.867942277527,1.23364776382984e-17,2.24633203578382e-15,10.9828708330922,11.0900379182329,11.0039810237872,9.8054178117385,9.39457961424425,9.43553673361035,10.6346326446111,10.9391730703778,10.6456842882785,2,Tetratricopeptide repeat protein 38,TTC38_DANRE,37.778,4.52e-97,NA,NA,NA
G978,51.0529406752486,77.4008011762451,1.55822288056112e-17,2.80187951710897e-15,5.85802992922049,5.70653198355976,5.80701572587279,4.80498906097299,4.80116966062962,4.80768762225439,5.46317069942168,5.59506418285197,5.45462714662903,2,Cysteine-rich protein 2-binding protein,CSR2B_HUMAN,57.778,1.56e-122,PF00583,Acetyltransf_1,1.5e-08
G17840,64450.0678171646,77.2965339692145,1.64161349449537e-17,2.91538396522419e-15,15.1719877328955,15.6483430163052,15.3073007163254,16.5494593861249,16.5897235598847,16.6306943492591,15.7017735062781,15.4178308421653,15.4725186910855,1,Soma ferritin,FRIS_LYMST,83.626,9.08e-104,PF00210,Ferritin,2.2e-40
G19979,58.6010960832187,77.2082439289825,1.71570592912678e-17,2.97354575789021e-15,5.94310859950498,5.76194998375053,5.90556386128642,4.91444741564963,4.90986049481929,4.91768326775875,5.95245148842585,5.9361805056298,5.73825404195114,2,Homogentisate 1,2-dioxygenase,HGD_HUMAN,70.345,0,PF20510,HgmA_N,7.8e-132
G20095,17464.8997396844,77.2152177478075,1.70973383609816e-17,2.97354575789021e-15,14.4338728292905,14.5346969378175,14.4887002517872,13.2663040967453,13.5637895962423,13.2524989933456,14.1970284429013,14.2343980106662,13.9884287195704,2,NA,NA,NA,NA,NA,NA,NA
G5397,17451.3461278724,77.1153734555768,1.79725383574634e-17,3.04565419944033e-15,14.6344028729493,14.8025208770117,14.5020079636818,13.7568697217712,13.6786618929032,13.5344625704565,13.7785621354173,13.6657457993956,13.4492426937618,4,Cathepsin B,CATB_PIG,59.756,1.94e-139,PF00112,Peptidase_C1,2.1e-65
